id,FIN,cafo_name,geometry,satellite_name,county,city_town,Latitude,Longitude
392,37673,,POINT (-91.72452190540385 44.452623991782524),Mar Bec Dairy LLC-Heifer Site,Buffalo,GILMANTON,44.45262399178250,-91.72452190540380
393,17165,,POINT (-87.88490452202896 44.18150475083827),Wolfgang Dairy - Mangin Site,Manitowoc,FRANKLIN,44.18150475083830,-87.88490452202900
394,29902,,POINT (-92.25824710195279 44.678575244837795),"Ridge Breeze Dairy, LLC-Heifer Farm",Pierce,SALEM,44.6785752448378,-92.2582471019528
395,15051,,POINT (-87.63421771066558 44.61538921718464),Kinnard Farms Inc-Site One,Kewaunee,LINCOLN,44.61538921718460,-87.63421771066560
396,40703,,POINT (-87.58226186399419 44.52685302312904),Heim's Hillcrest Dairy-Heifer Site,Kewaunee,CASCO,44.52685302312900,-87.58226186399420
397,11745,,POINT (-91.68274647689402 44.331141976667915),Rosenholm Dairy-Composting Site,Buffalo,WAUMANDEE,44.33114197666790,-91.68274647689400
398,14141,,POINT (-87.57537520473173 44.51768398100851),Pagel's Ponderosa Dairy-Clyde Hill Farm,Kewaunee,CASCO,44.51768398100850,-87.57537520473170
399,19043,,POINT (-87.7324741895062 44.59575256421574),Stahl Bros Dairy LLC-Home East,Kewaunee,RED RIVER,44.59575256421570,-87.7324741895062
400,11745,,POINT (-91.68267618947587 44.334480958298315),Rosenholm Dairy-Shop Lot,Buffalo,MONTANA,44.33448095829830,-91.68267618947590
401,36343,,POINT (-87.73342764210646 44.51564018803494),Seidl's Mountainview Dairy-Home Farm,Kewaunee,LUXEMBURG,44.51564018803490,-87.73342764210650
402,11745,,POINT (-91.69213806688886 44.33914134001293),Rosenholm Dairy-Brad's Farm,Buffalo,MONTANA,44.33914134001290,-91.69213806688890
403,15050,,POINT (-89.06928898413038 44.92013606223359),Matsche Farms - Pingel Farm,Shawano,ALMON,44.92013606223360,-89.06928898413040
404,15050,,POINT (-89.09879786825753 44.92100868955093),Matsche Farms - Home Farm,Shawano,ALMON,44.92100868955090,-89.09879786825750
405,48215,,POINT (-88.7112122879288 44.82390544886754),Krueger Dairy - Riverside Dairy,Shawano,RICHMOND,44.82390544886750,-88.7112122879288
406,15052,,POINT (-88.42268300215461 44.696950761984766),Schmidts Ponderosa - Bunker Site,Shawano,HARTLAND,44.696950761984800,-88.42268300215460
407,15052,,POINT (-88.43307165844516 44.700040648735914),Schmidts Ponderosa - Home Farm,Shawano,HARTLAND,44.70004064873590,-88.43307165844520
408,36047,,POINT (-88.21968387017847 44.97744965564094),OHarrow Family Farm - Spruce Farm,Oconto,SPRUCE,44.97744965564090,-88.21968387017850
409,58387,,POINT (-88.11468751977466 44.98244104288326),Peterson Dairy - Heifer Farm,Oconto,LENA,44.98244104288330,-88.11468751977470
410,48557,,POINT (-88.10357807177063 45.14011301011856),Fendryk Brothers - Rymer Farm,Marinette,BEAVER,45.14011301011860,-88.10357807177060
411,36484,,POINT (-87.56389246673201 44.38466779416326),Wakker Dairy Farm-Pahplam Farm,Kewaunee,CARLTON,44.38466779416330,-87.56389246673200
412,19043,,POINT (-87.74172632093556 44.58850146345712),Stahl Bros Dairy LLC-Off-Site Facility,Kewaunee,LUXEMBURG,44.58850146345710,-87.74172632093560
413,11745,,POINT (-91.70103852282999 44.327421452608675),Rosenholm Dairy-Loren's Farm,Buffalo,WAUMANDEE,44.32742145260870,-91.70103852283
414,58714,,POINT (-91.87879628556223 44.52592135726271),Truan Farms Inc-Other Place,Buffalo,CANTON,44.52592135726270,-91.87879628556230
415,42439,,POINT (-91.96747660994015 44.50542690111376),Breezy Point Farms LLC-Calf Site,Buffalo,NELSON,44.50542690111380,-91.96747660994020
416,14768,,POINT (-87.7636078681631 44.50239500853159),Da Ran Dairy-DeGrand Site,Kewaunee,LUXEMBURG,44.50239500853160,-87.7636078681631
417,31548,,POINT (-87.56333003942342 44.61917715089425),El Na Farms-Heifer Site,Kewaunee,LINCOLN,44.61917715089430,-87.56333003942340
418,34600,,POINT (-91.70736805995044 45.003210413747134),John and Mary Jane Higbie-Calf Farm,Dunn,COLFAX,45.003210413747100,-91.70736805995040
419,50983,,POINT (-92.0169975157575 44.78136407375019),Alfalawn Farms LLC-Heifer Farm,Dunn,WESTON,44.78136407375020,-92.0169975157575
420,36279,,POINT (-91.00561046902656 44.14387414901589),Blaken Farms LLC-Terry's Farm,Jackson,MELROSE,44.14387414901590,-91.00561046902660
421,48443,,POINT (-91.47431297442132 44.31856898283301),Maliszewski Dairy LLC-Pehler Farm,Trempealeau,ARCADIA,44.31856898283300,-91.47431297442130
422,36279,,POINT (-91.00831856577321 44.14297808582421),Blaken Farms LLC-Larry's Farm,Jackson,MELROSE,44.14297808582420,-91.0083185657732
423,36279,,POINT (-91.02157963684753 44.144601853040975),Blaken Farms LLC-Joby's Farm,Jackson,MELROSE,44.144601853041000,-91.02157963684750
424,11740,,POINT (-88.13829602344997 44.3365719174529),Tinedale Farms LLP-Klister Pit,Brown,WRIGHTSTOWN,44.3365719174529,-88.13829602345000
425,36279,,POINT (-91.02735911351068 44.14301774622511),Blaken Farms LLC-John's Farm,Jackson,MELROSE,44.14301774622510,-91.02735911351070
426,18599,,POINT (-87.9427059580607 44.24831739482959),Wayside Dairy LLC-Leick Pit,Brown,MORRISON,44.24831739482960,-87.9427059580607
427,16677,,POINT (-90.95273497787535 44.45685724158974),Heller Farm Inc-Hart Calf Farm,Jackson,GARDEN VALLEY,44.45685724158970,-90.95273497787540
428,9798,,POINT (-88.00560420569312 44.39219827845185),THOMPSONS GOLD DUST DAIRY - Kerkoff Offsite WSF,Brown,GLENMORE,44.39219827845190,-88.00560420569310
429,16677,,POINT (-90.91580450768406 44.46286208252092),Heller Farm Inc-Hoffman Farm,Jackson,ALMA,44.46286208252090,-90.91580450768410
430,18599,,POINT (-87.90680953696368 44.25606429562288),Wayside Dairy LLC-Nonemacher Pad,Brown,MORRISON,44.25606429562290,-87.90680953696370
431,42446,,POINT (-90.99291159105124 44.1196858498338),Pfaff Praire Farms-East Farm,Jackson,MELROSE,44.1196858498338,-90.99291159105120
432,24094,,POINT (-88.30644460650528 43.89307762168395),Lake Breeze Dairy LLC-Satellite Farm,Fond du Lac,CALUMET,43.89307762168400,-88.30644460650530
433,42446,,POINT (-90.99439930732366 44.121145060420424),Pfaff Praire Farm-West Farm,Jackson,MELROSE,44.12114506042040,-90.99439930732370
434,11740,,POINT (-88.16919732556036 44.27732478581467),Tinedale Farms LLP-Holland Pit,Brown,HOLLAND,44.27732478581470,-88.16919732556040
435,42446,,POINT (-91.01083301983387 44.11802158854789),Pfaff Praire Farms-Hog Farm,Jackson,MELROSE,44.11802158854790,-91.01083301983390
436,47071,,POINT (-87.91601696195377 44.32918225565334),Kane Family Farm-Aerts Farm,Brown,GLENMORE,44.32918225565330,-87.91601696195380
437,41972,,POINT (-87.98013798463667 44.36293225704651),ZIRBEL DAIRY FARMS LLC - Gossen Farm,Brown,GLENMORE,44.36293225704650,-87.98013798463670
438,41685,,POINT (-88.45880254148037 44.523084610788075),Birlings Bovines LLC- Meyer Rd Farm,Outagamie,CICERO,44.52308461078810,-88.45880254148040
439,17164,,POINT (-87.96502555179535 45.12403370121528),B&D Dairy Farm LLC-Heifer Facility,Marinette,BEAVER,45.12403370121530,-87.96502555179540
440,12964,,POINT (-91.42159216344787 44.5503102332966),Hamlin Valley Farms Inc-Dan's Farm,Trempealeau,ALBION,44.5503102332966,-91.42159216344790
441,41685,,POINT (-88.42151072570013 44.53326584453843),Birlings Bovines LLC-Birlings Baby Bovines,Outagamie,CICERO,44.53326584453840,-88.42151072570010
442,39374,,POINT (-88.30716662805287 43.493125097178904),Terrance Volm-Across Road Site,Washington,WAYNE,43.4931250971789,-88.30716662805290
443,30652,,POINT (-88.26575486844222 43.6700526105795),Second Look Holsteins LLC-Dry Cow Farm,Fond du Lac,OSCEOLA,43.6700526105795,-88.26575486844220
444,39374,,POINT (-88.29892476949554 43.49167256907439),Terrance Volm-Down Road Site,Washington,WAYNE,43.49167256907440,-88.29892476949550
445,43342,,POINT (-88.30194371369879 43.53341792110186),Beck Dairy Farm LLC-Mom's Farm,Washington,WAYNE,43.53341792110190,-88.30194371369880
446,30652,,POINT (-88.269401054842 43.682966385953016),Second Look Holsteins LLC-Calf Farm,Fond du Lac,OSCEOLA,43.682966385953000,-88.269401054842
447,43342,,POINT (-88.32218611793786 43.52410030769406),Beck Dairy Farm LLC-Dave's Farm,Washington,WAYNE,43.52410030769410,-88.32218611793790
448,40623,,POINT (-88.20917328131263 44.42547384544431),UNITED MEADOWS DAIRY LLC-McCabe Rd Farm,Outagamie,ONEIDA,44.42547384544430,-88.20917328131260
449,43442,,POINT (-88.09337829454589 43.48508987400728),Golden E Dairy LLC-New Farm,Washington,FARMINGTON,43.48508987400730,-88.09337829454590
450,21643,,POINT (-88.05225933370144 44.31445709311418),Mueller Dairy Farm LLC-Farm 2,Brown,WRIGHTSTOWN,44.31445709311420,-88.05225933370140
451,16778,,POINT (-88.33671546031103 43.58998834402872),Clover Hill Dairy-Heifer Site,Fond du Lac,ASHFORD,43.58998834402870,-88.33671546031100
452,45639,,POINT (-88.45013878146109 43.677602223461534),Crailoo Dairy Farm LLC-Heifer Site,Fond du Lac,BYRON,43.677602223461500,-88.45013878146110
453,14768,,POINT (-87.74544373135386 44.52659614175137),Da Ran Dairy LLC-Gasche Rd,Kewaunee,LUXEMBURG,44.52659614175140,-87.74544373135390
454,39994,,POINT (-88.61580414878765 43.86721438772608),Rickert Bros LLC-Heifer Site,Fond du Lac,ELDORADO,43.86721438772610,-88.61580414878770
455,39994,,POINT (-88.6068025245729 43.86598919313165),Rickert Bros LLC-Steer Site,Fond du Lac,ELDORADO,43.86598919313170,-88.6068025245729
456,52453,,POINT (-88.47870174086512 43.63756489535145),Zinke Farms-Home Farm,Fond du Lac,BYRON,43.63756489535150,-88.47870174086510
457,25281,,POINT (-88.34646748704847 43.77080973293506),Vir Clar Farms LLC-Heifer Farm,Fond du Lac,EMPIRE,43.77080973293510,-88.34646748704850
458,46793,,POINT (-88.48644005777786 42.525989065827204),Snudden Farms LLC-Heifer Farm,Walworth,LINN,42.5259890658272,-88.48644005777790
459,46793,,POINT (-88.51307338647813 42.534606714507134),Snudden Farms LLC-Merwin Site,Walworth,LINN,42.534606714507100,-88.51307338647810
460,45279,,POINT (-87.83927789837873 43.753394268990334),Majestic Meadows Dairy LLC-Homestead Site,Sheboygan,SHEBOYGAN FALLS,43.753394268990300,-87.83927789837870
461,5481,,POINT (-88.112304637519 44.19785107715879),Shiloh Dairy LLC-Loadout Pit,Calumet,BRILLION,44.19785107715880,-88.112304637519
462,48126,,POINT (-88.06496320268447 44.23509003125079),Hornstead Dairy-PP Farm,Calumet,BRILLION,44.23509003125080,-88.06496320268450
463,14145,,POINT (-88.11319692651519 44.28648449921955),Country Aire Farms LLC-,Brown,HOLLAND,44.28648449921960,-88.11319692651520
464,48180,,POINT (-87.99744447769577 44.26956393792844),Collins Dairy LLC-Farm 2,Brown,MORRISON,44.26956393792840,-87.99744447769580
465,25481,,POINT (-88.14136665764794 44.199896766790204),Shiloh Dairy LLC-Remote Pit,Calumet,BRILLION,44.19989676679020,-88.14136665764790
466,23883,,POINT (-89.00326872320477 44.28544214624105),Quantum Dairy LLC-Ponto Site,Waupaca,LIND,44.28544214624110,-89.00326872320480
467,18110,,POINT (-89.56567903016936 43.834226521251),Slowey Farms-Home Site,Marquette,WESTFIELD,43.834226521251,-89.56567903016940
468,5029,,POINT (-88.68150235527317 43.387770927902444),Nehls Bros Farms Ltd-East Farm,Dodge,OAK GROVE,43.38777092790250,-88.68150235527320
469,16905,,POINT (-88.97392674814185 43.22788508745802),Crave Brothers Farm-Kidd Farm,Dodge,PORTLAND,43.22788508745800,-88.97392674814190
470,36533,,POINT (-88.04209598523207 44.12199228159945),Dallmann East River Dairy-Robot Facility,Manitowoc,ROCKLAND,44.12199228159950,-88.04209598523210
471,16905,,POINT (-88.92211518434414 43.21667005251121),Crave Brothers Farm-Eggert Farm,Dodge,PORTLAND,43.21667005251120,-88.92211518434410
472,56940,,POINT (-88.75922731147078 43.47777392156019),Kit-tel Inc-Fir Road,Dodge,BURNETT,43.47777392156020,-88.75922731147080
473,44943,,POINT (-88.45328234288228 43.560109464539735),Christian Hill Dairy-AH Site,Dodge,LOMIRA,43.560109464539700,-88.45328234288230
474,47908,,POINT (-90.10041731899474 43.52092968923817),Kinnamon Ridge Dairy LLC-Main Dairy,Sauk,IRONTON,43.52092968923820,-90.10041731899470
475,44943,,POINT (-88.46064641943848 43.537010525763705),Christian Hill Dairy-TW Site,Dodge,THERESA,43.537010525763700,-88.46064641943850
476,38853,,POINT (-89.37090749859276 43.29328589970922),UW Arlington-Sheep South,Dane,VIENNA,43.29328589970920,-89.37090749859280
477,38853,,POINT (-89.3621694201183 43.29863095435007),UW Arlington-Beef Nutrition,Columbia,LEEDS,43.29863095435010,-89.3621694201183
478,38853,,POINT (-89.38209210939117 43.2982670964192),UW Arlington-Swine Facility,Columbia,ARLINGTON,43.2982670964192,-89.38209210939120
479,38853,,POINT (-89.3713420950269 43.2945404086098),UW Arlington-Sheep North,Columbia,ARLINGTON,43.2945404086098,-89.3713420950269
480,38853,,POINT (-89.33547423528412 43.301470761400026),UW Arlington-Blain Dairy,Columbia,LEEDS,43.301470761400000,-89.33547423528410
481,38853,,POINT (-89.37026232821482 43.307738672627295),UW Arlington-Beef Grazing,Columbia,ARLINGTON,43.307738672627300,-89.37026232821480
482,48589,,POINT (-88.91462801035229 43.94099850439573),Trillium Hill Farms-Werch Farm,Green Lake,BERLIN,43.94099850439570,-88.91462801035230
483,38853,,POINT (-89.35502883971898 43.296397314446814),UW Arlington-Bookhout Farm,Columbia,LEEDS,43.296397314446800,-89.35502883971900
484,38020,,POINT (-88.47599785674704 43.470483994721505),J M Schmidt and Sons Inc-Remote WSF,Dodge,THERESA,43.47048399472150,-88.47599785674700
485,44098,,POINT (-88.26828544107973 44.55079120903048),Allen VandeHei-Rottier Place,Outagamie,SEYMOUR,44.55079120903050,-88.26828544107970
486,8589,,POINT (-88.9359485776952 43.93657811591577),Trillium Hill Farms-Ewald Farm,Green Lake,BERLIN,43.93657811591580,-88.9359485776952
487,5029,,POINT (-88.68711114851017 43.400204784695205),Nehls Bros Farms Ltd-Hickey Farm,Dodge,OAK GROVE,43.400204784695200,-88.68711114851020
488,16454,,POINT (-88.2148535995884 44.11507681490522),Holsum Dairy LLC-Elm,Calumet,CHILTON,44.11507681490520,-88.2148535995884
489,5029,,POINT (-88.67949302350812 43.39926502209383),Nehls Bros Farms Ltd-Home Farm,Dodge,OAK GROVE,43.39926502209380,-88.67949302350810
490,53542,,POINT (-89.03674508061142 43.7070355728464),MAM Farms-Heifer Barn,Green Lake,MANCHESTER,43.7070355728464,-89.03674508061140
491,47908,,POINT (-90.10559319428366 43.54070030802914),Kinnamon Ridge Dairy LLC-Dwayne's Farm,Sauk,IRONTON,43.54070030802910,-90.10559319428370
492,47908,,POINT (-90.09169029702402 43.51655804788781),Kinnamon Ridge Dairy LLC-Keller Farm,Sauk,IRONTON,43.51655804788780,-90.09169029702400
493,16454,,POINT (-88.27795771426786 43.96171604635941),Holsum Dairies LLC-Drumlin,Calumet,BROTHERTOWN,43.96171604635940,-88.27795771426790
494,44097,,POINT (-88.21339107172138 44.26997969920266),LandL Farms-Small Farm,Outagamie,BUCHANAN,44.26997969920270,-88.21339107172140
495,16454,,POINT (-88.20496273025067 44.108147769747596),Holsum Dairies LLC-Ditter Pit,Calumet,CHILTON,44.1081477697476,-88.20496273025070
496,47908,,POINT (-90.11087396216541 43.52566190100032),Kinnamon Ridge Dairy LLC-Ray's Farm,Sauk,IRONTON,43.52566190100030,-90.1108739621654
497,12966,,POINT (-88.65316123454409 44.14187913911904),Cross Farms LLC-Satellite Site,Winnebago,WINNECONNE,44.14187913911900,-88.65316123454410
498,17040,,POINT (-88.19741220281499 44.10881039954748),Schneider Farms-Home Farm,Calumet,CHILTON,44.10881039954750,-88.19741220281500
499,47908,,POINT (-90.09322229640335 43.51927051421321),Kinnamon Ridge Dairy LLC-Feed Storage Area,Sauk,IRONTON,43.51927051421320,-90.09322229640340
500,25267,,POINT (-88.26395466991889 44.394547609860965),Neighborhood Dairy-Verns Farm,Outagamie,FREEDOM,44.394547609861000,-88.26395466991890
501,44098,,POINT (-88.26075878543716 44.54323346314075),Allen VandeHei-Linsmeyer Site,Outagamie,SEYMOUR,44.54323346314080,-88.26075878543720
502,44098,,POINT (-88.32530932669832 44.56616391050782),Allen VandeHei-Green Farm,Outagamie,SEYMOUR,44.56616391050780,-88.32530932669830
503,42730,,POINT (-88.73923046356254 44.52353099782086),Rohan Dairy-Heifer Hill,Waupaca,BEAR CREEK,44.52353099782090,-88.73923046356250
504,42730,,POINT (-88.7658892671268 44.51616381334342),Rohan Dairy-Hoffman Farm,Waupaca,BEAR CREEK,44.51616381334340,-88.7658892671268
505,42730,,POINT (-88.73243342567646 44.508684599965896),Rohan Dairy-Corys Pit,Outagamie,DEER CREEK,44.508684599965900,-88.73243342567650
506,17075,,POINT (-88.85019802489376 44.4798501116092),Sugar Creek-O'Brien Farm,Waupaca,LEBANON,44.4798501116092,-88.85019802489380
507,9796,,POINT (-88.256934059305 44.37381131140976),Tidy View-Milk Source Genetics,Outagamie,FREEDOM,44.37381131140980,-88.256934059305
508,9796,,POINT (-88.21866563755461 44.37290068631969),Tidy View-Milk Source Livestock,Outagamie,KAUKAUNA,44.37290068631970,-88.21866563755460
509,9796,,POINT (-88.30991449090548 44.34282569590399),Tidy View-Greiner Road Site,Outagamie,FREEDOM,44.34282569590400,-88.30991449090550
510,7725,,POINT (-88.229744130326 44.37096804211624),Verhasselt Farms-Home Farm,Outagamie,KAUKAUNA,44.37096804211620,-88.229744130326
511,48191,,POINT (-88.7967136523483 44.45413463687171),Egan Bros Partnership-Red Shed Heifer Farm,Waupaca,LEBANON,44.45413463687170,-88.7967136523483
512,48191,,POINT (-88.79882365283693 44.42736496905208),Egan Bros Partnership-Tank Farm,Waupaca,LEBANON,44.42736496905210,-88.79882365283690
513,14144,,POINT (-88.72395199885449 44.57932226316845),Friendship Valley Dairy LLC-Nachtraub Heifer Facility,Outagamie,DEER CREEK,44.57932226316850,-88.72395199885450
514,31966,,POINT (-89.84952892702546 43.25004310499409),Karl Hausner Farms-Brickl Farm,Sauk,TROY,43.25004310499410,-89.84952892702550
515,31966,,POINT (-90.0020659771548 43.28380173404824),Karl Hausner Farms-Weiss Farm Main,Sauk,FRANKLIN,43.28380173404820,-90.0020659771548
516,10652,,POINT (-89.7799860720534 43.265094628428606),Maize N Bacon-Old Bluff Farm,Sauk,PRAIRIE DU SAC,43.265094628428600,-89.7799860720534
517,31966,,POINT (-89.99871031219364 43.28127869502946),Karl Hausner Farms-Weiss Farm Annex,Sauk,FRANKLIN,43.28127869502950,-89.99871031219360
518,31966,,POINT (-89.95433798859271 43.26253307445129),Karl Hausner Farms-Factory Road,Sauk,TROY,43.26253307445130,-89.95433798859270
519,31966,,POINT (-89.98532109182231 43.280098633291196),Karl Hausner Farms-Anderson Farm,Sauk,TROY,43.2800986332912,-89.98532109182230
520,11546,,POINT (-89.77105385833785 43.264239753281544),W C C Flats-Home Farm,Sauk,PRAIRIE DU SAC,43.26423975328150,-89.77105385833790
521,31966,,POINT (-90.0058922056709 43.26905416709091),Karl Hausner Farms-Feiner Farm,Sauk,FRANKLIN,43.26905416709090,-90.0058922056709
522,11546,,POINT (-89.75637559087053 43.26295789241112),W C C Flats-Ballweg Farm,Sauk,PRAIRIE DU SAC,43.26295789241110,-89.75637559087050
523,31966,,POINT (-89.87880923809571 43.24889992024816),Karl Hausner Farms-Haunser Lane,Sauk,TROY,43.24889992024820,-89.87880923809570
524,31966,,POINT (-89.90329345640801 43.27306342034526),Karl Hausner Farms-Schneller Main Farm,Sauk,TROY,43.27306342034530,-89.90329345640800
525,31966,,POINT (-89.89920502393632 43.27286690936123),Karl Hausner Farms-Schneller Annex,Sauk,TROY,43.27286690936120,-89.89920502393630
526,31966,,POINT (-89.91988670642326 43.27890184179697),Karl Hausner Farms-Schultz Farm,Sauk,TROY,43.27890184179700,-89.91988670642330
527,31966,,POINT (-89.89277338528811 43.20787431217469),Karl Hausner Farms-Warren Farm,Sauk,TROY,43.20787431217470,-89.89277338528810
528,30203,,POINT (-90.77923712229166 43.72668130402667),Mlsna East Town Dairy-Laufenburg Farm,Monroe,JEFFERSON,43.72668130402670,-90.77923712229170
529,37353,,POINT (-90.36172691246608 43.27884981962622),Junction View Farm-Stibbe Farm,Richland,ORION,43.27884981962620,-90.36172691246610
530,37353,,POINT (-90.36170635637045 43.27025939082761),Junction View Dairy-Heifer Barns,Richland,ORION,43.27025939082760,-90.36170635637040
531,53658,,POINT (-90.29885685752645 43.24563843469596),Schmidt Farms West-Henpeck Farm,Richland,BUENA VISTA,43.24563843469600,-90.29885685752650
532,37353,,POINT (-90.3581483210289 43.26662242134313),Junction View Dairy-Keller Farm,Richland,ORION,43.26662242134310,-90.3581483210289
533,28479,,POINT (-90.55347606572595 43.96585493847438),Chapman Farms-Oswald Farm,Monroe,ADRIAN,43.96585493847440,-90.55347606572600
534,28479,,POINT (-90.58699374703727 43.981890544304214),Chapman Farms-Home Farm,Monroe,ADRIAN,43.98189054430420,-90.58699374703730
535,30203,,POINT (-90.74633991474632 43.73158627052326),Mlsna East Town Dairy-Jeff's Farm,Monroe,JEFFERSON,43.73158627052330,-90.74633991474630
536,30203,,POINT (-90.75494832773099 43.73008648515942),Mlsna East Town Dairy-Von Ruden Farm,Monroe,JEFFERSON,43.73008648515940,-90.754948327731
537,30203,,POINT (-90.75586213488675 43.726630951530616),Mlsna East Town Dairy-Lee's Farm,Monroe,JEFFERSON,43.726630951530600,-90.75586213488680
538,11960,,POINT (-90.67220411249396 43.59997631636073),Wildrose Dairy-Green Hollow Farm,Vernon,WEBSTER,43.59997631636070,-90.67220411249400
539,28479,,POINT (-90.58304855696038 43.97578755927142),Chapman Farms-Hemmersbach,Monroe,ADRIAN,43.97578755927140,-90.58304855696040
540,30203,,POINT (-90.76213430511862 43.73246686132389),Mlsna East Town Dairy-Kast Farm,Monroe,JEFFERSON,43.73246686132390,-90.76213430511860
541,30203,,POINT (-90.80690863751526 43.75573733991217),Mlsna East Town Dairy-Frederick Farm,Monroe,PORTLAND,43.75573733991220,-90.80690863751530
542,61212,,POINT (-90.62235438540392 43.88036284807155),Hawk High Dairy-Frye Farm,Monroe,RIDGEVILLE,43.88036284807160,-90.62235438540390
543,30203,,POINT (-90.82003691278959 43.71934084725298),Mlsna East Town Dairy-Amundson Farm,Vernon,CHRISTIANA,43.71934084725300,-90.8200369127896
544,28479,,POINT (-90.58079202754546 43.96125072332233),Chapman Farms-Pierce Farm,Monroe,ADRIAN,43.96125072332230,-90.58079202754550
545,61212,,POINT (-90.61914690817923 43.883115845054135),Hawk High Dairy-Hansen Farm,Monroe,RIDGEVILLE,43.883115845054100,-90.61914690817930
546,7089,,POINT (-89.13532840852424 43.199332262571346),Statz Brothers Inc-Oberts Farm,Dane,BRISTOL,43.19933226257140,-89.13532840852420
547,7089,,POINT (-89.16991957127767 43.15966440485474),Statz Brothers Inc-B Farm,Dane,SUN PRAIRIE,43.15966440485470,-89.16991957127770
548,29256,,POINT (-87.50477588441568 44.74601334633859),S & S Jerseyland Dairy LLC-Calf Site,Door,FORESTVILLE,44.74601334633860,-87.50477588441570
549,7089,,POINT (-89.1762609234492 43.18061978254375),Statz Brothers Inc-Blaska Farm,Dane,SUN PRAIRIE,43.18061978254380,-89.1762609234492
550,29256,,POINT (-87.39479984516628 44.68833034365716),S & S Jerseyland Dairy LLC-Pennisula Farm,Door,CLAY BANKS,44.68833034365720,-87.39479984516630
551,7089,,POINT (-89.16691691566216 43.203467854081815),Statz Brothers Inc-Krebs Farm,Dane,BRISTOL,43.203467854081800,-89.16691691566220
552,7089,,POINT (-89.14509677386715 43.19847699847399),Statz Brothers Inc-Rich's Farm,Dane,BRISTOL,43.19847699847400,-89.14509677386720
553,33398,,POINT (-91.8890037639686 45.328233446904775),Four Mile Creek Dairy-Calf Farm,Barron,MAPLE GROVE,45.328233446904800,-91.8890037639686
554,15053,,POINT (-90.36841104337492 44.74129086459547),Dietsche Dairy LLC-Zach Site,Clark,SHERMAN,44.74129086459550,-90.36841104337490
555,36637,,POINT (-92.07653936153723 45.44116722561303),Scheps Dairy Inc-Heifer Site,Barron,ALMENA,45.44116722561300,-92.07653936153720
556,52974,,POINT (-88.89989075124669 44.049328489438146),Krentz Family Dairy Inc-Dry Cow Farm,Waushara,AURORA,44.04932848943820,-88.89989075124670
557,21913,,POINT (-90.53515983021009 44.60884591589272),MS Farming-Four Star Farm,Clark,YORK,44.60884591589270,-90.53515983021010
558,15053,,POINT (-90.3959357166778 44.74283720393209),Dietsche Dairy LLC-Rothomer Site,Clark,SHERMAN,44.74283720393210,-90.3959357166778
559,21913,,POINT (-90.54954416164259 44.60547303857648),MS Farming LLC-Luchterhand Farm,Clark,YORK,44.60547303857650,-90.5495441616426
560,17361,,POINT (-90.1729433925841 44.793929757262546),Maple Ridge Dairy Business LLC-B Farm,Marathon,EAU PLEINE,44.79392975726260,-90.1729433925841
561,15053,,POINT (-90.3844643465406 44.712722300028595),Dietsche Dairy LLC-Glick Farm,Clark,SHERMAN,44.7127223000286,-90.3844643465406
562,41865,,POINT (-90.75921375605232 44.92186028825488),Dutch Dairy LLC-East Pit Site,Clark,RESEBURG,44.92186028825490,-90.75921375605230
563,23551,,POINT (-89.27443658046741 44.93135975977415),Schairer Farms-Seigharters Heifer Facility,Marathon,NORRIE,44.93135975977420,-89.27443658046740
564,19420,,POINT (-90.43468423699179 44.69465025069116),Elusive Hill Dairy LLC-Young Stock Facility,Clark,SHERMAN,44.69465025069120,-90.4346842369918
565,17361,,POINT (-90.16829049891327 44.831541776926386),Maple Ridge Dairy Business LLC-H Farm,Marathon,EAU PLEINE,44.83154177692640,-90.16829049891330
566,20967,,POINT (-91.19342314234255 45.74096169048744),Chippewa View Farms LLC-Home Farm,Sawyer,RADISSON,45.74096169048740,-91.19342314234260
567,46122,,POINT (-89.07027640034819 43.15225050578388),Kersten Farms LLC-Tims Farm,Dane,MEDINA,43.15225050578390,-89.07027640034820
568,48603,,POINT (-91.221692743797 45.624038790683535),North Star Acres-Heifer Site,Rusk,MURRY,45.624038790683500,-91.221692743797
569,17361,,POINT (-90.15215514263866 44.80749083362772),Maple Ridge Dairy Business LLC-M Farm,Marathon,EAU PLEINE,44.80749083362770,-90.15215514263870
570,41909,,POINT (-90.24475600759222 44.593273821333774),Destiny Farm LLC-Nason Valley Farm,Wood,ROCK,44.593273821333800,-90.24475600759220
571,23554,,POINT (-90.26116813521358 44.823873979485995),Lynn Enterprises-Hoffman Farm,Marathon,BRIGHTON,44.823873979486,-90.26116813521360
572,7089,,POINT (-89.18084434610937 43.18349954219165),Statz Brothers Inc-Schuster,Dane,SUN PRAIRIE,43.18349954219170,-89.18084434610940
573,23554,,POINT (-90.26820852159526 44.815906884544724),Lynn Enterprises-Melanders Farm,Marathon,BRIGHTON,44.81590688454470,-90.26820852159530
574,23548,,POINT (-89.31337563795194 44.5009407532804),Gordondale Farms Inc-Home Farm,Portage,Nelsonville,44.5009407532804,-89.31337563795190
575,23554,,POINT (-90.28854734792702 44.817958589684096),Lynn Enterprises-Pulling Shop,Marathon,BRIGHTON,44.817958589684100,-90.28854734792700
576,46122,,POINT (-89.06884065878585 43.14373869606345),Kersten Farms LLC-Darrins Farm,Dane,MEDINA,43.14373869606350,-89.06884065878590
